Model,Batch,Defect,Level,Run,Passed,Has_Scores,Total_Score,Minimal,Line_Deviation,Jaccard,Levenshtein,Expected_N,Actual_N,Spurious_N,Missed_N,Factor_CODE,Factor_ERROR,Factor_TEST,Factor_DOCSTRING,Factor_SLICE_BLOCK,Factor_SLICE_BACKWARD,Factor_SLICE_FORWARD,Factor_SLICE_UNION,SLICE_BLOCK_Expected_Coverage,SLICE_BLOCK_Actual_Coverage,SLICE_BLOCK_OutOfSlice_Actual_N,SLICE_BACKWARD_Expected_Coverage,SLICE_BACKWARD_Actual_Coverage,SLICE_BACKWARD_OutOfSlice_Actual_N,SLICE_FORWARD_Expected_Coverage,SLICE_FORWARD_Actual_Coverage,SLICE_FORWARD_OutOfSlice_Actual_N,SLICE_UNION_Expected_Coverage,SLICE_UNION_Actual_Coverage,SLICE_UNION_OutOfSlice_Actual_N,Baseline_Volume,Baseline_Effort,Delta_Volume,Delta_Effort,Quartile
gpt_5_mini,three_way,defect12_py,ERROR_DOCSTRING_SLICE_FORWARD,1,True,True,1,False,36,0.22857142857142856,0.692308,1,7,7,1,0,1,0,1,0,0,1,0,,,,,,,0.0,0.0,7.0,,,,192.29419688230416,999.9298237879816,38.02734930660938,637.9122824442924,Q2
gpt_5_mini,three_way,defect12_py,ERROR_DOCSTRING_SLICE_UNION,1,True,True,2,False,14,0.5185185185185185,0.333333,1,3,3,1,0,1,0,1,0,0,0,1,,,,,,,,,,0.0,0.0,3.0,192.29419688230416,999.9298237879816,2.0250429227987468,-37.586921896043464,Q3
gpt_5_mini,three_way,defect12_py,ERROR_SLICE_BLOCK_SLICE_BACKWARD,1,False,True,2,False,12,0.5384615384615384,0.3,1,5,5,1,0,1,0,0,1,1,0,0,0.0,0.0,5.0,0.0,0.0,5.0,,,,,,,192.29419688230416,999.9298237879816,67.70580311769584,1009.1610853029276,Q3
gpt_5_mini,three_way,defect12_py,ERROR_SLICE_BLOCK_SLICE_FORWARD,1,True,True,2,False,29,0.2222222222222222,0.644444,1,5,5,1,0,1,0,0,1,0,1,0,0.0,0.0,5.0,,,,0.0,0.0,5.0,,,,192.29419688230416,999.9298237879816,82.70580311769584,1250.0701762120184,Q3
gpt_5_mini,three_way,defect12_py,ERROR_SLICE_BLOCK_SLICE_UNION,1,True,True,0,False,28,0.23529411764705882,0.636364,1,6,6,1,0,1,0,0,1,0,0,1,0.0,0.0,6.0,,,,,,,0.0,0.0,6.0,192.29419688230416,999.9298237879816,31.172928893564176,508.4732751991295,Q1
gpt_5_mini,three_way,defect12_py,ERROR_SLICE_BACKWARD_SLICE_FORWARD,1,True,True,2,False,25,0.24242424242424243,0.609756,1,6,6,1,0,1,0,0,0,1,1,0,,,,0.0,0.0,6.0,0.0,0.0,6.0,,,,192.29419688230416,999.9298237879816,-2.0986967957653917,41.140281948862025,Q3
gpt_5_mini,three_way,defect12_py,ERROR_SLICE_BACKWARD_SLICE_UNION,1,False,True,1,False,49,0.07317073170731707,0.882353,1,18,17,0,0,1,0,0,0,1,0,1,,,,0.0,0.0,18.0,,,,0.0,0.0,18.0,192.29419688230416,999.9298237879816,,,Q2
gpt_5_mini,three_way,defect12_py,ERROR_SLICE_FORWARD_SLICE_UNION,1,True,True,1,False,9,0.6666666666666666,0.219512,1,3,3,1,0,1,0,0,0,0,1,1,,,,,,,0.0,0.0,3.0,0.0,0.0,3.0,192.29419688230416,999.9298237879816,-2.0986967957653917,41.140281948862025,Q2
gpt_5_mini,three_way,defect12_py,TEST_DOCSTRING_SLICE_BLOCK,1,False,True,1,False,6,0.782608695652174,0.142857,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.0,1.0,,,,,,,,,,192.29419688230416,999.9298237879816,-20.471517860639352,-198.09065502021255,Q2
gpt_5_mini,three_way,defect12_py,TEST_DOCSTRING_SLICE_BACKWARD,1,False,True,2,False,6,0.782608695652174,0.142857,1,1,1,1,0,0,1,1,0,1,0,0,,,,0.0,0.0,1.0,,,,,,,192.29419688230416,999.9298237879816,-20.471517860639352,-198.09065502021255,Q4
gpt_5_mini,three_way,defect12_py,TEST_DOCSTRING_SLICE_FORWARD,1,False,True,1,False,47,0.06666666666666667,0.877551,1,20,19,0,0,0,1,1,0,0,1,0,,,,,,,0.0,0.0,20.0,,,,192.29419688230416,999.9298237879816,,,Q2
gpt_5_mini,three_way,defect12_py,TEST_DOCSTRING_SLICE_UNION,1,True,True,1,False,18,0.4827586206896552,0.391304,1,3,3,1,0,0,1,1,0,0,0,1,,,,,,,,,,0.0,0.0,3.0,192.29419688230416,999.9298237879816,35.598833395492136,189.0772907048685,Q2
gpt_5_mini,three_way,defect12_py,TEST_SLICE_BLOCK_SLICE_BACKWARD,1,True,True,1,False,28,0.23529411764705882,0.636364,1,6,6,1,0,0,1,0,1,1,0,0,0.0,0.0,6.0,0.0,0.0,6.0,,,,,,,192.29419688230416,999.9298237879816,43.26619429851843,785.3699830561474,Q2
gpt_5_mini,three_way,defect12_py,TEST_SLICE_BLOCK_SLICE_FORWARD,1,True,True,1,False,27,0.23529411764705882,0.627907,1,6,6,1,0,0,1,0,1,0,1,0,0.0,0.0,6.0,,,,0.0,0.0,6.0,,,,192.29419688230416,999.9298237879816,-2.0986967957653917,41.140281948862025,Q2
gpt_5_mini,three_way,defect12_py,TEST_SLICE_BLOCK_SLICE_UNION,1,False,True,1,False,21,0.0,1.0,1,21,20,0,0,0,1,0,1,0,0,1,0.0,0.0,21.0,,,,,,,0.0,0.0,21.0,192.29419688230416,999.9298237879816,-192.29419688230416,-999.9298237879816,Q2
gpt_5_mini,three_way,defect12_py,TEST_SLICE_BACKWARD_SLICE_FORWARD,1,False,True,2,False,2,0.9047619047619048,0.05,1,0,0,1,0,0,1,0,0,1,1,0,,,,0.0,1.0,0.0,0.0,1.0,0.0,,,,192.29419688230416,999.9298237879816,0.0,0.0,Q4
gpt_5_mini,three_way,defect12_py,TEST_SLICE_BACKWARD_SLICE_UNION,1,False,True,1,False,2,0.9047619047619048,0.05,1,0,0,1,0,0,1,0,0,1,0,1,,,,0.0,1.0,0.0,,,,0.0,1.0,0.0,192.29419688230416,999.9298237879816,0.0,0.0,Q2
gpt_5_mini,three_way,defect12_py,TEST_SLICE_FORWARD_SLICE_UNION,1,False,True,2,False,30,0.1891891891891892,0.681818,1,8,8,1,0,0,1,0,0,0,1,1,,,,,,,0.0,0.0,8.0,0.0,0.0,8.0,192.29419688230416,999.9298237879816,-18.377927311083734,-231.03684252574396,Q4
gpt_5_mini,three_way,defect12_py,DOCSTRING_SLICE_BLOCK_SLICE_BACKWARD,1,True,True,1,False,27,0.23529411764705882,0.627907,1,5,5,1,0,0,0,1,1,1,0,0,0.0,0.0,5.0,0.0,0.0,5.0,,,,,,,192.29419688230416,999.9298237879816,31.172928893564176,508.4732751991295,Q2
gpt_5_mini,three_way,defect12_py,DOCSTRING_SLICE_BLOCK_SLICE_FORWARD,1,False,True,0,False,19,0.43333333333333335,0.44186,1,1,1,1,0,0,0,1,1,0,1,0,0.0,0.0,1.0,,,,0.0,0.0,1.0,,,,192.29419688230416,999.9298237879816,52.70580311769584,533.9832196902793,Q1
gpt_5_mini,three_way,defect12_py,DOCSTRING_SLICE_BLOCK_SLICE_UNION,1,True,True,0,False,8,0.6666666666666666,0.2,1,3,3,1,0,0,0,1,1,0,0,1,0.0,0.0,3.0,,,,,,,0.0,0.0,3.0,192.29419688230416,999.9298237879816,0.0,0.0,Q1
gpt_5_mini,three_way,defect12_py,DOCSTRING_SLICE_BACKWARD_SLICE_FORWARD,1,True,True,1,False,25,0.24242424242424243,0.609756,1,6,6,1,0,0,0,1,0,1,1,0,,,,0.0,0.0,6.0,0.0,0.0,6.0,,,,192.29419688230416,999.9298237879816,-2.0986967957653917,41.140281948862025,Q2
gpt_5_mini,three_way,defect12_py,DOCSTRING_SLICE_BACKWARD_SLICE_UNION,1,False,True,1,False,4,0.8636363636363636,0.095238,1,1,0,0,0,0,0,1,0,1,0,1,,,,0.0,0.0,1.0,,,,0.0,0.0,1.0,192.29419688230416,999.9298237879816,26.3149478984366,207.62545214372915,Q2
gpt_5_mini,three_way,defect12_py,DOCSTRING_SLICE_FORWARD_SLICE_UNION,1,True,True,1,False,27,0.25,0.6,1,4,4,1,0,0,0,1,0,0,1,1,,,,,,,0.0,0.0,4.0,0.0,0.0,4.0,192.29419688230416,999.9298237879816,12.165965710725004,205.3090293919796,Q2
gpt_5_mini,three_way,defect12_py,SLICE_BLOCK_SLICE_BACKWARD_SLICE_FORWARD,1,True,True,1,False,9,0.8636363636363636,0.2,1,3,3,1,0,0,0,0,1,1,1,0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,,,,192.29419688230416,999.9298237879816,33.42277051568769,451.1078237705375,Q2
gpt_5_mini,three_way,defect12_py,SLICE_BLOCK_SLICE_BACKWARD_SLICE_UNION,1,False,True,2,False,21,0.0,1.0,1,21,20,0,0,0,0,0,1,1,0,1,0.0,0.0,21.0,0.0,0.0,21.0,,,,0.0,0.0,21.0,192.29419688230416,999.9298237879816,-192.29419688230416,-999.9298237879816,Q4
gpt_5_mini,three_way,defect12_py,SLICE_BLOCK_SLICE_FORWARD_SLICE_UNION,1,False,True,0,False,2,0.9047619047619048,0.05,1,0,0,1,0,0,0,0,1,0,1,1,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,192.29419688230416,999.9298237879816,0.0,0.0,Q1
gpt_5_mini,three_way,defect12_py,SLICE_BACKWARD_SLICE_FORWARD_SLICE_UNION,1,False,True,1,False,27,0.25,0.6,1,4,4,1,0,0,0,0,0,1,1,1,,,,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,192.29419688230416,999.9298237879816,26.43062821721543,381.4901242089842,Q2
gpt_5_mini,three_way,defect12_py,BASELINE,1,False,True,1,False,43,0.07142857142857142,0.866667,1,20,19,0,1,1,1,1,1,1,1,1,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,192.29419688230416,999.9298237879816,,,Q2
gpt_5_mini,three_way,defect1_py,CODE_ERROR_TEST,2,False,True,0,False,36,0.12121212121212122,0.789474,3,18,15,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,185.4660401983375,1609.5802774355725,,,Q1
gpt_5_mini,three_way,defect1_py,CODE_ERROR_DOCSTRING,2,False,True,0,False,10,0.6086956521739131,0.263158,3,6,3,0,1,1,0,1,0,0,0,0,,,,,,,,,,,,,185.4660401983375,1609.5802774355725,16.652867681729447,-111.52248961860504,Q1
gpt_5_mini,three_way,defect1_py,CODE_ERROR_SLICE_BLOCK,2,False,True,1,False,35,0.125,0.783784,3,18,15,0,1,1,0,0,1,0,0,0,0.3333333333333333,0.1111111111111111,16.0,,,,,,,,,,185.4660401983375,1609.5802774355725,,,Q2
gpt_5_mini,three_way,defect1_py,CODE_ERROR_SLICE_BACKWARD,2,False,True,0,False,36,0.12121212121212122,0.789474,3,18,15,0,1,1,0,0,0,1,0,0,,,,0.3333333333333333,0.1111111111111111,16.0,,,,,,,185.4660401983375,1609.5802774355725,,,Q1
gpt_5_mini,three_way,defect1_py,CODE_ERROR_SLICE_FORWARD,2,False,True,0,False,12,0.5416666666666666,0.315789,3,4,2,1,1,1,0,0,0,0,1,0,,,,,,,0.3333333333333333,0.75,1.0,,,,185.4660401983375,1609.5802774355725,0.0,0.0,Q1
gpt_5_mini,three_way,defect1_py,CODE_ERROR_SLICE_UNION,2,False,True,1,False,10,0.5714285714285714,0.294118,3,8,5,0,1,1,0,0,0,0,0,1,,,,,,,,,,0.6666666666666666,0.5,4.0,185.4660401983375,1609.5802774355725,-18.094247824228063,-538.4008062412715,Q2
gpt_5_mini,three_way,defect1_py,CODE_TEST_DOCSTRING,2,False,True,0,False,32,0.1,0.823529,3,18,15,0,1,0,1,1,0,0,0,0,,,,,,,,,,,,,185.4660401983375,1609.5802774355725,,,Q1
gpt_5_mini,three_way,defect1_py,CODE_TEST_SLICE_BLOCK,2,False,True,1,False,10,0.5714285714285714,0.294118,3,8,5,0,1,0,1,0,1,0,0,0,0.3333333333333333,0.125,7.0,,,,,,,,,,185.4660401983375,1609.5802774355725,-18.094247824228063,-538.4008062412715,Q2
gpt_5_mini,three_way,defect1_py,CODE_TEST_SLICE_BACKWARD,2,False,True,0,False,14,0.5,0.368421,3,8,5,0,1,0,1,0,0,1,0,0,,,,0.3333333333333333,0.125,7.0,,,,,,,185.4660401983375,1609.5802774355725,143.29562970743322,1490.1726102474092,Q1
gpt_5_mini,three_way,defect1_py,CODE_TEST_SLICE_FORWARD,2,False,True,1,False,21,0.46153846153846156,0.488372,3,6,4,1,1,0,1,0,0,0,1,0,,,,,,,0.3333333333333333,0.5,3.0,,,,185.4660401983375,1609.5802774355725,130.30272448495467,2539.2704363199055,Q2
gpt_5_mini,three_way,defect1_py,CODE_TEST_SLICE_UNION,2,False,True,1,False,13,0.5,0.351351,3,6,4,1,1,0,1,0,0,0,0,1,,,,,,,,,,0.6666666666666666,0.5,3.0,185.4660401983375,1609.5802774355725,16.272309833393365,145.54336784048655,Q2
gpt_5_mini,three_way,defect1_py,CODE_DOCSTRING_SLICE_BLOCK,2,False,True,0,False,12,0.5416666666666666,0.315789,3,6,4,1,1,0,0,1,1,0,0,0,0.3333333333333333,0.0,6.0,,,,,,,,,,185.4660401983375,1609.5802774355725,0.0,0.0,Q1
gpt_5_mini,three_way,defect1_py,CODE_DOCSTRING_SLICE_BACKWARD,2,False,True,0,False,14,0.48,0.368421,3,5,3,1,1,0,0,1,0,1,0,0,,,,0.3333333333333333,0.0,5.0,,,,,,,185.4660401983375,1609.5802774355725,0.0,0.0,Q1
gpt_5_mini,three_way,defect1_py,CODE_DOCSTRING_SLICE_FORWARD,2,False,True,0,False,12,0.5416666666666666,0.315789,3,5,3,1,1,0,0,1,0,0,1,0,,,,,,,0.3333333333333333,0.6,2.0,,,,185.4660401983375,1609.5802774355725,0.0,0.0,Q1
gpt_5_mini,three_way,defect1_py,CODE_DOCSTRING_SLICE_UNION,2,False,True,0,False,14,0.48,0.368421,3,5,3,1,1,0,0,1,0,0,0,1,,,,,,,,,,0.6666666666666666,0.6,2.0,185.4660401983375,1609.5802774355725,0.0,0.0,Q1
gpt_5_mini,three_way,defect1_py,CODE_SLICE_BLOCK_SLICE_BACKWARD,2,False,True,0,False,12,0.5416666666666666,0.315789,3,4,2,1,1,0,0,0,1,1,0,0,0.3333333333333333,0.0,4.0,0.3333333333333333,0.0,4.0,,,,,,,185.4660401983375,1609.5802774355725,0.0,0.0,Q1
gpt_5_mini,three_way,defect1_py,CODE_SLICE_BLOCK_SLICE_FORWARD,2,False,True,0,False,36,0.12121212121212122,0.789474,3,18,15,0,1,0,0,0,1,0,1,0,0.3333333333333333,0.1111111111111111,16.0,,,,0.3333333333333333,0.2777777777777778,13.0,,,,185.4660401983375,1609.5802774355725,,,Q1
gpt_5_mini,three_way,defect1_py,CODE_SLICE_BLOCK_SLICE_UNION,2,False,True,1,False,37,0.11764705882352941,0.794872,3,18,15,0,1,0,0,0,1,0,0,1,0.3333333333333333,0.1111111111111111,16.0,,,,,,,0.6666666666666666,0.3888888888888889,11.0,185.4660401983375,1609.5802774355725,,,Q2
gpt_5_mini,three_way,defect1_py,CODE_SLICE_BACKWARD_SLICE_FORWARD,2,False,True,0,False,12,0.5416666666666666,0.315789,3,5,3,1,1,0,0,0,0,1,1,0,,,,0.3333333333333333,0.0,5.0,0.3333333333333333,0.6,2.0,,,,185.4660401983375,1609.5802774355725,0.0,0.0,Q1
gpt_5_mini,three_way,defect1_py,CODE_SLICE_BACKWARD_SLICE_UNION,2,False,True,0,False,12,0.5416666666666666,0.315789,3,7,5,1,1,0,0,0,0,1,0,1,,,,0.3333333333333333,0.0,7.0,,,,0.6666666666666666,0.5714285714285714,3.0,185.4660401983375,1609.5802774355725,0.0,0.0,Q1
gpt_5_mini,three_way,defect1_py,CODE_SLICE_FORWARD_SLICE_UNION,2,False,True,0,False,36,0.12121212121212122,0.789474,3,18,15,0,1,0,0,0,0,0,1,1,,,,,,,0.3333333333333333,0.2777777777777778,13.0,0.6666666666666666,0.3888888888888889,11.0,185.4660401983375,1609.5802774355725,,,Q1
gpt_5_mini,three_way,defect1_py,ERROR_TEST_DOCSTRING,2,False,True,0,False,12,0.5217391304347826,0.333333,3,8,5,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,185.4660401983375,1609.5802774355725,26.053747118011643,14.145148728166989,Q1
gpt_5_mini,three_way,defect1_py,ERROR_TEST_SLICE_BLOCK,2,False,True,1,False,15,0.5,0.365854,3,7,4,0,0,1,1,0,1,0,0,0,0.3333333333333333,0.14285714285714285,6.0,,,,,,,,,,185.4660401983375,1609.5802774355725,177.73033639547108,1121.6564745498683,Q2
gpt_5_mini,three_way,defect1_py,ERROR_TEST_SLICE_BACKWARD,2,False,True,1,False,12,0.5454545454545454,0.333333,3,8,5,0,0,1,1,0,0,1,0,0,,,,0.3333333333333333,0.125,7.0,,,,,,,185.4660401983375,1609.5802774355725,114.53395980166246,679.5501573470362,Q2
gpt_5_mini,three_way,defect1_py,ERROR_TEST_SLICE_FORWARD,2,False,True,0,False,11,0.5652173913043478,0.297297,3,7,4,0,0,1,1,0,0,0,1,0,,,,,,,0.3333333333333333,0.42857142857142855,4.0,,,,185.4660401983375,1609.5802774355725,84.41294256013097,819.3305673906445,Q1
gpt_5_mini,three_way,defect1_py,ERROR_TEST_SLICE_UNION,2,False,True,1,False,15,0.46153846153846156,0.384615,3,5,3,1,0,1,1,0,0,0,0,1,,,,,,,,,,0.6666666666666666,0.8,1.0,185.4660401983375,1609.5802774355725,14.219775961975614,-37.05447517310608,Q2
gpt_5_mini,three_way,defect1_py,ERROR_DOCSTRING_SLICE_BLOCK,2,False,True,1,False,21,0.4,0.488372,3,8,5,0,0,1,0,1,1,0,0,0,0.3333333333333333,0.125,7.0,,,,,,,,,,185.4660401983375,1609.5802774355725,49.555945708717104,61.68717790348296,Q2
gpt_5_mini,three_way,defect1_py,ERROR_DOCSTRING_SLICE_BACKWARD,2,False,True,0,False,18,0.34615384615384615,0.5,3,9,6,0,0,1,0,1,0,1,0,0,,,,0.3333333333333333,0.2222222222222222,7.0,,,,,,,185.4660401983375,1609.5802774355725,210.45241558946267,2494.2667931341257,Q1
gpt_5_mini,three_way,defect1_py,ERROR_DOCSTRING_SLICE_FORWARD,2,False,True,0,False,19,0.39285714285714285,0.463415,3,6,4,1,0,1,0,1,0,0,1,0,,,,,,,0.3333333333333333,0.5,3.0,,,,185.4660401983375,1609.5802774355725,149.53395980166246,1274.3327660426885,Q1
gpt_5_mini,three_way,defect1_py,ERROR_DOCSTRING_SLICE_UNION,2,False,True,1,False,32,0.1,0.823529,3,18,15,0,0,1,0,1,0,0,0,1,,,,,,,,,,0.6666666666666666,0.3888888888888889,11.0,185.4660401983375,1609.5802774355725,,,Q2
gpt_5_mini,three_way,defect1_py,ERROR_SLICE_BLOCK_SLICE_BACKWARD,2,False,True,1,False,18,0.42857142857142855,0.47619,3,7,4,0,0,1,0,0,1,1,0,0,0.3333333333333333,0.14285714285714285,6.0,0.3333333333333333,0.14285714285714285,6.0,,,,,,,185.4660401983375,1609.5802774355725,121.6941310456488,903.5483963788612,Q2
gpt_5_mini,three_way,defect1_py,ERROR_SLICE_BLOCK_SLICE_FORWARD,2,False,True,0,False,36,0.09375,0.842105,3,18,15,0,0,1,0,0,1,0,1,0,0.3333333333333333,0.1111111111111111,16.0,,,,0.3333333333333333,0.2777777777777778,13.0,,,,185.4660401983375,1609.5802774355725,,,Q1
gpt_5_mini,three_way,defect1_py,ERROR_SLICE_BLOCK_SLICE_UNION,2,False,True,1,False,34,0.09375,0.833333,3,18,15,0,0,1,0,0,1,0,0,1,0.3333333333333333,0.1111111111111111,16.0,,,,,,,0.6666666666666666,0.3888888888888889,11.0,185.4660401983375,1609.5802774355725,,,Q2
gpt_5_mini,three_way,defect1_py,ERROR_SLICE_BACKWARD_SLICE_FORWARD,2,False,True,1,False,15,0.4166666666666667,0.428571,3,7,5,1,0,1,0,0,0,1,1,0,,,,0.3333333333333333,0.0,7.0,0.3333333333333333,0.42857142857142855,4.0,,,,185.4660401983375,1609.5802774355725,16.652867681729447,-111.52248961860504,Q2
gpt_5_mini,three_way,defect1_py,ERROR_SLICE_BACKWARD_SLICE_UNION,2,False,True,1,False,8,0.6818181818181818,0.210526,3,7,4,0,0,1,0,0,0,1,0,1,,,,0.3333333333333333,0.14285714285714285,6.0,,,,0.6666666666666666,0.5714285714285714,3.0,185.4660401983375,1609.5802774355725,16.652867681729447,-111.52248961860504,Q2
gpt_5_mini,three_way,defect1_py,ERROR_SLICE_FORWARD_SLICE_UNION,2,False,True,0,False,12,0.5416666666666666,0.315789,3,5,3,1,0,1,0,0,0,0,1,1,,,,,,,0.3333333333333333,0.6,2.0,0.6666666666666666,0.6,2.0,185.4660401983375,1609.5802774355725,0.0,0.0,Q1
gpt_5_mini,three_way,defect1_py,TEST_DOCSTRING_SLICE_BLOCK,2,False,True,0,False,8,0.6818181818181818,0.210526,3,7,4,0,0,0,1,1,1,0,0,0,0.3333333333333333,0.14285714285714285,6.0,,,,,,,,,,185.4660401983375,1609.5802774355725,16.652867681729447,-111.52248961860504,Q1
gpt_5_mini,three_way,defect1_py,TEST_DOCSTRING_SLICE_BACKWARD,2,False,True,0,False,15,0.4166666666666667,0.428571,3,7,5,1,0,0,1,1,0,1,0,0,,,,0.3333333333333333,0.0,7.0,,,,,,,185.4660401983375,1609.5802774355725,14.219775961975614,-294.0031356735092,Q1
gpt_5_mini,three_way,defect1_py,TEST_DOCSTRING_SLICE_FORWARD,2,False,True,1,False,13,0.5,0.351351,3,7,5,1,0,0,1,1,0,0,1,0,,,,,,,0.3333333333333333,0.5714285714285714,3.0,,,,185.4660401983375,1609.5802774355725,16.272309833393365,145.54336784048655,Q2
gpt_5_mini,three_way,defect1_py,TEST_DOCSTRING_SLICE_UNION,2,False,True,0,False,10,0.6086956521739131,0.263158,3,6,4,1,0,0,1,1,0,0,0,1,,,,,,,,,,0.6666666666666666,0.5,3.0,185.4660401983375,1609.5802774355725,0.0,0.0,Q1
gpt_5_mini,three_way,defect1_py,TEST_SLICE_BLOCK_SLICE_BACKWARD,2,False,True,1,False,37,0.11764705882352941,0.794872,3,18,15,0,0,0,1,0,1,1,0,0,0.3333333333333333,0.1111111111111111,16.0,0.3333333333333333,0.1111111111111111,16.0,,,,,,,185.4660401983375,1609.5802774355725,,,Q2
gpt_5_mini,three_way,defect1_py,TEST_SLICE_BLOCK_SLICE_FORWARD,2,False,True,1,False,10,0.6521739130434783,0.25,3,7,4,0,0,0,1,0,1,0,1,0,0.3333333333333333,0.14285714285714285,6.0,,,,0.3333333333333333,0.42857142857142855,4.0,,,,185.4660401983375,1609.5802774355725,144.53395980166246,1166.7240703905147,Q2
gpt_5_mini,three_way,defect1_py,TEST_SLICE_BLOCK_SLICE_UNION,2,False,True,0,False,12,0.5416666666666666,0.315789,3,5,3,1,0,0,1,0,1,0,0,1,0.3333333333333333,0.0,5.0,,,,,,,0.6666666666666666,0.6,2.0,185.4660401983375,1609.5802774355725,0.0,0.0,Q1
gpt_5_mini,three_way,defect1_py,TEST_SLICE_BACKWARD_SLICE_FORWARD,2,False,True,2,False,13,0.4782608695652174,0.371429,3,8,5,0,0,0,1,0,0,1,1,0,,,,0.3333333333333333,0.125,7.0,0.3333333333333333,0.375,5.0,,,,185.4660401983375,1609.5802774355725,28.50389739901857,-303.237500525398,Q4
gpt_5_mini,three_way,defect1_py,TEST_SLICE_BACKWARD_SLICE_UNION,2,False,True,0,False,42,0.07692307692307693,0.863636,3,18,15,0,0,0,1,0,0,1,0,1,,,,0.3333333333333333,0.1111111111111111,16.0,,,,0.6666666666666666,0.3888888888888889,11.0,185.4660401983375,1609.5802774355725,,,Q1
gpt_5_mini,three_way,defect1_py,TEST_SLICE_FORWARD_SLICE_UNION,2,False,True,1,False,16,0.4444444444444444,0.4,3,7,4,0,0,0,1,0,0,0,1,1,,,,,,,0.3333333333333333,0.42857142857142855,4.0,0.6666666666666666,0.5714285714285714,3.0,185.4660401983375,1609.5802774355725,66.54299741632633,194.27388654307447,Q2
gpt_5_mini,three_way,defect1_py,DOCSTRING_SLICE_BLOCK_SLICE_BACKWARD,2,False,True,1,False,15,0.4166666666666667,0.428571,3,8,5,0,0,0,0,1,1,1,0,0,0.3333333333333333,0.125,7.0,0.3333333333333333,0.125,7.0,,,,,,,185.4660401983375,1609.5802774355725,23.4271425921481,-293.5532258555129,Q2
gpt_5_mini,three_way,defect1_py,DOCSTRING_SLICE_BLOCK_SLICE_FORWARD,2,False,True,1,False,13,0.5,0.351351,3,6,4,1,0,0,0,1,1,0,1,0,0.3333333333333333,0.0,6.0,,,,0.3333333333333333,0.5,3.0,,,,185.4660401983375,1609.5802774355725,16.272309833393365,145.54336784048655,Q2
gpt_5_mini,three_way,defect1_py,DOCSTRING_SLICE_BLOCK_SLICE_UNION,2,False,True,1,False,16,0.46153846153846156,0.4,3,5,3,1,0,0,0,1,1,0,0,1,0.3333333333333333,0.0,5.0,,,,,,,0.6666666666666666,0.6,2.0,185.4660401983375,1609.5802774355725,16.272309833393365,145.54336784048655,Q2
gpt_5_mini,three_way,defect1_py,DOCSTRING_SLICE_BACKWARD_SLICE_FORWARD,2,False,True,0,False,12,0.5416666666666666,0.315789,3,7,5,1,0,0,0,1,0,1,1,0,,,,0.3333333333333333,0.0,7.0,0.3333333333333333,0.5714285714285714,3.0,,,,185.4660401983375,1609.5802774355725,2.517422331229909,203.11739695668507,Q1
gpt_5_mini,three_way,defect1_py,DOCSTRING_SLICE_BACKWARD_SLICE_UNION,2,False,True,1,False,15,0.4166666666666667,0.428571,3,7,5,1,0,0,0,1,0,1,0,1,,,,0.3333333333333333,0.0,7.0,,,,0.6666666666666666,0.42857142857142855,4.0,185.4660401983375,1609.5802774355725,-2.0675401694912523,-179.07197721057128,Q2
gpt_5_mini,three_way,defect1_py,DOCSTRING_SLICE_FORWARD_SLICE_UNION,2,False,True,1,False,12,0.5416666666666666,0.315789,3,6,4,1,0,0,0,1,0,0,1,1,,,,,,,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,2.0,185.4660401983375,1609.5802774355725,0.0,0.0,Q2
gpt_5_mini,three_way,defect1_py,SLICE_BLOCK_SLICE_BACKWARD_SLICE_FORWARD,2,False,True,1,False,10,0.6086956521739131,0.263158,3,6,4,1,0,0,0,0,1,1,1,0,0.3333333333333333,0.0,6.0,0.3333333333333333,0.0,6.0,0.3333333333333333,0.5,3.0,,,,185.4660401983375,1609.5802774355725,0.0,0.0,Q2
gpt_5_mini,three_way,defect1_py,SLICE_BLOCK_SLICE_BACKWARD_SLICE_UNION,2,False,True,0,False,34,0.09375,0.833333,3,18,15,0,0,0,0,0,1,1,0,1,0.3333333333333333,0.1111111111111111,16.0,0.3333333333333333,0.1111111111111111,16.0,,,,0.6666666666666666,0.3888888888888889,11.0,185.4660401983375,1609.5802774355725,,,Q1
gpt_5_mini,three_way,defect1_py,SLICE_BLOCK_SLICE_FORWARD_SLICE_UNION,2,False,True,1,False,12,0.5416666666666666,0.315789,3,6,4,1,0,0,0,0,1,0,1,1,0.3333333333333333,0.0,6.0,,,,0.3333333333333333,0.5,3.0,0.6666666666666666,0.5,3.0,185.4660401983375,1609.5802774355725,0.0,0.0,Q2
